11/17/2018,BIXI Montreal | Export trips,
BIXI Montreal bike trips report,,
Member name: Lisa Dang (account holder),,
Account number: ZSP8QAFV-1,,
"Start date: April 15, 2018",,
"End date: November 15, 2018",,
Total number of trips: 178,,
Trip information,,Duration
Start: 11/05/2018,University / Prince-Arthur,14 min 31 s
6:56:51 PM,,
End: 11/05/2018,Tupper / du Fort,
7:11:22 PM,,
Start: 11/01/2018,Métro Atwater (Atwater / Ste-Catherine),16 min 51 s
10:28:49 AM,,
End: 11/01/2018,University / Prince-Arthur,
10:45:40 AM,,
Start: 10/31/2018,University / Prince-Arthur,10 min 12 s
7:40:34 PM,,
End: 10/31/2018,Sanguinet / de Maisonneuve,
7:50:46 PM,,
Start: 10/30/2018,University / Prince-Arthur,10 min 51 s
5:32:47 PM,,
End: 10/30/2018,Mackay / de Maisonneuve,
5:43:38 PM,,
Start: 10/30/2018,Chomedey / de Maisonneuve,21 min 28 s
9:18:36 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,1/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 10/30/2018,University / Prince-Arthur,
9:40:04 AM,,
Start: 10/28/2018,Métro Atwater (Atwater / Ste-Catherine),7 min 46 s
11:35:19 AM,,
End: 10/28/2018,Atwater / Greene,
11:43:05 AM,,
Start: 10/26/2018,Milton / Durocher,15 min 1 s
6:31:15 PM,,
End: 10/26/2018,Sanguinet / Ontario,
6:46:16 PM,,
Start: 10/26/2018,St-Mathieu /Ste-Catherine,9 min 13 s
9:15:06 AM,,
End: 10/26/2018,du President-Kennedy / Robert Bourassa,
9:24:19 AM,,
Start: 10/23/2018,University / Prince-Arthur,13 min 51 s
5:55:36 PM,,
End: 10/23/2018,Tupper / du Fort,
6:09:27 PM,,
Start: 10/20/2018,University / Prince-Arthur,13 min 59 s
10:34:09 AM,,
End: 10/20/2018,Chomedey / de Maisonneuve,
10:48:08 AM,,
Start: 10/20/2018,Crescent / de Maisonneuve,6 min 50 s
10:19:22 AM,,
End: 10/20/2018,Milton / University,
10:26:12 AM,,
Start: 10/20/2018,Ste-Catherine / St-Marc,5 min 23 s
10:12:42 AM,,
End: 10/20/2018,Crescent / de Maisonneuve,
10:18:05 AM,,
Start: 10/20/2018,Ste-Catherine / St-Marc,0 min 24 s
10:11:52 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,2/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
