11/17/2018,BIXI Montreal | Export trips,
BIXI Montreal bike trips report,,
Member name: Saad Akhtar (account holder),,
Account number: NE4F37P5-1,,
"Start date: April 15, 2018",,
"End date: November 15, 2018",,
Total number of trips: 307,,
Trip information,,Duration
Start: 11/15/2018,Duluth / St-Laurent,11 min 10 s
11:34:11 PM,,
End: 11/15/2018,de la Montagne / Sherbrooke,
11:45:21 PM,,
Start: 11/15/2018,Milton / University,8 min 23 s
6:17:49 PM,,
End: 11/15/2018,Duluth / St-Laurent,
6:26:12 PM,,
Start: 11/15/2018,Mackay / de Maisonneuve,5 min 51 s
5:16:57 PM,,
End: 11/15/2018,du President-Kennedy / Robert Bourassa,
5:22:48 PM,,
Start: 11/15/2018,de Maisonneuve / Greene,8 min 47 s
5:02:39 PM,,
End: 11/15/2018,Mackay / de Maisonneuve,
5:11:26 PM,,
Start: 11/15/2018,de la Montagne / Sherbrooke,9 min 5 s
9:58:56 AM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,1/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 11/15/2018,de Maisonneuve / Greene,
10:08:01 AM,,
Start: 11/11/2018,St-Dominique / Jean-Talon,27 min 8 s
12:31:32 AM,,
End: 11/11/2018,de la Montagne / Sherbrooke,
12:58:40 AM,,
Start: 11/11/2018,St-Dominique / Jean-Talon,6 min 39 s
12:23:38 AM,,
End: 11/11/2018,St-Dominique / Jean-Talon,
12:30:17 AM,,
Start: 11/08/2018,Milton / du Parc,10 min 27 s
6:41:59 PM,,
End: 11/08/2018,de la Montagne / Sherbrooke,
6:52:26 PM,,
Start: 11/05/2018,Milton / University,7 min 53 s
6:33:34 PM,,
End: 11/05/2018,Duluth / St-Laurent,
6:41:27 PM,,
Start: 11/04/2018,Milton / du Parc,7 min 25 s
6:20:46 PM,,
End: 11/04/2018,de la Montagne / Sherbrooke,
6:28:11 PM,,
Start: 11/04/2018,Milton / University,2 min 27 s
6:02:03 PM,,
End: 11/04/2018,Milton / du Parc,
6:04:30 PM,,
Start: 11/03/2018,Milton / University,6 min 2 s
4:44:03 PM,,
End: 11/03/2018,St-Alexandre / Ste-Catherine,
4:50:05 PM,,
Start: 11/02/2018,Mans eld / Sherbrooke,4 min 19 s
1:24:03 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,2/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
